,For_key_ID,LSST_u,LSST_g,LSST_r,LSST_i,LSST_z,VIS,NISP_Y,NISP_J,NISP_H,z,t/Gyr,M*,M_initial,Z,SFH,tau/Gyr,Av_law,Av,t_l,physical,delta_LSST_u,delta_LSST_g,delta_LSST_r,delta_LSST_i,delta_LSST_z,delta_VIS,delta_NISP_Y,delta_NISP_J,delta_NISP_H
183940,707161,21.707627201440154,21.3044897384767,20.424251971594366,20.241430110359705,20.317297323893673,20.36651416569608,20.53875604576679,20.731671474749124,21.068037413271732,5.41,0.001,0.9845,10000000000.0,0.3,1.0,10.0,0.0,0.0,12.713178599999999,True,0.011037845732541553,0.005721162982508147,0.004424704988480466,0.004891074973037601,0.0063779971372164256,0.002402394472599809,0.011194490186880877,0.013274076615267283,0.018328390108591795
186824,710050,23.652295133718553,22.39004387625647,21.49671450381011,21.554953681806403,21.57801906709473,21.53714055866814,21.643196454469756,21.817850462583245,22.01379433251824,4.25,0.03,0.8534,10000000000.0,0.3,1.0,10.0,0.0,0.0,12.3431463,True,0.06948392134058834,0.01554691843058178,0.011902667998379494,0.016146720212846764,0.020581845792749506,0.007008810532649756,0.03068204623022599,0.03534795715955625,0.04382120543482534
15881,110386,20.96900929440924,21.047270810051057,21.091077353561232,21.226932876437264,21.26979066068718,21.16759481732275,21.191817588818783,21.05785303229336,21.150400947914303,1.86,0.05,0.8263,10000000000.0,0.0,1.0,3.0,1.0,0.2,10.2555838,True,0.005564220346335678,0.004514444518097326,0.008184729295300197,0.012005059585828336,0.015437050325223052,0.005003159173094804,0.020342499780080996,0.017848606706052282,0.019773535137652582
154768,638412,18.330644032640137,18.413206258669195,18.142759668814755,18.061073317104828,18.012790326951457,18.104425550136014,17.926602244887132,17.774789572880838,17.687779441019366,0.5,0.02,0.8729,10000000000.0,-0.3,1.0,0.1,1.0,0.4,5.1795111,True,0.00048771298663451493,0.0003990288715242652,0.0005406103051255249,0.0006603350045697126,0.0007604739115926236,0.00030011266263564937,0.0010142950825612511,0.0008816258589408654,0.0008144122921568945
97929,511454,21.12530340000927,21.163278794608935,21.277878390451583,21.406815319213187,21.49345509909421,21.356760669989168,21.681846763521897,21.516064162511746,21.47272839895675,2.35,0.06,0.8091,10000000000.0,-0.3,1.0,0.1,0.0,0.0,10.9833784,True,0.006430493742753286,0.0050234758640144775,0.009724881543092059,0.014126817021525413,0.01901797709362138,0.005946265821445125,0.031777836042673854,0.026985117906343826,0.02661241700129888
96063,509585,19.709575424138478,19.89602452480995,20.060478934060953,20.250289147199116,20.37830167750954,20.16520210594353,20.29022159640404,20.3058189776509,20.3812542822416,1.69,0.03,0.8495,10000000000.0,-0.3,1.0,0.1,0.0,0.0,9.9280758,True,0.0017386185940418452,0.001563595169139852,0.003164057155386804,0.004930878711218684,0.006748454435954887,0.0019971207314979015,0.008913418953859267,0.009003353867453153,0.009734739177417838
135805,595119,22.834444952710694,22.631204524086424,22.637453494387497,22.698587613035873,22.697142026541343,22.695070211361976,22.864328831728603,22.816012609236353,22.592115878911653,2.59,0.2,0.7505,10000000000.0,0.3,1.0,1.0,0.0,0.0,11.2543163,True,0.031710589816459314,0.019412627447623818,0.03421718831682468,0.044475856464117475,0.05932043403011608,0.019932616907670078,0.09180880191348294,0.08445868591099362,0.07470063953732219
266682,873034,21.479779302194704,19.929425290988483,19.996026273439927,20.12127491462058,20.214359865388538,20.06509409411965,20.412849080515628,20.69512826789858,20.78764271545504,3.34,0.008,0.9261,10000000000.0,0.0,1.0,0.1,0.0,0.0,11.8727865,True,0.008932320960753063,0.0016124428096882997,0.0029815652628975378,0.00438171695385123,0.005798615605116567,0.0018217312990293684,0.009974343487239131,0.012839979193209207,0.01415547085648557
297584,1005889,22.849140788154447,21.995269540966007,20.926376366833395,20.379406158570475,19.974780241258767,20.545266632142255,19.359678757713112,18.788661808935917,18.364461657712376,0.36,0.06,0.8167,10000000000.0,-0.3,1.0,10.0,1.0,1.0,4.060979799999999,True,0.032154689483300046,0.010808472451568166,0.007030793134524205,0.005548867058466602,0.004646482651522578,0.0028303772184836967,0.0037917903762240794,0.002240187244075199,0.0015188829952850129
133390,592700,20.86010575486932,20.840858550749083,20.884245831213896,20.94477755980437,21.04430968133407,20.934501146989213,21.24259969315171,21.304637525611852,21.376285498732283,2.44,0.04,0.8378,10000000000.0,0.3,1.0,1.0,0.0,0.0,11.090352099999999,True,0.005030884188938586,0.003732882501076359,0.0067627653679251,0.009292323482690032,0.012515388054567532,0.004042819203764878,0.021307098814119314,0.02230921659499524,0.02434917886634975
269020,875376,21.33929260383688,21.06267182160562,21.19815710084493,21.29029527781525,21.345101137927493,21.25311240074329,21.551971693867124,21.59111021043095,21.444045913982198,2.72,0.04,0.8331,10000000000.0,0.0,1.0,0.1,0.0,0.0,11.383527800000001,True,0.007840871201857906,0.004578933327847089,0.00903492017752922,0.012714061854799173,0.016559389442578582,0.005409589618514126,0.02824127631312252,0.028864518680032314,0.025918169155613027
94502,508021,21.83771261561883,20.62844814712674,20.136119668622385,20.300130357471097,20.359892658459344,20.22128745159982,20.541771458428737,20.79649484545984,21.040948814172854,4.08,0.008,0.9261,10000000000.0,-0.3,1.0,0.1,0.0,0.0,12.2709312,True,0.012457885069773076,0.003069617908864155,0.0033925348679982475,0.0051608866420298875,0.006634440751078642,0.002102637085059895,0.011225464479214029,0.014080053985463713,0.017876575192574972
93060,506577,18.653685980530536,18.91870996971491,19.213223827517503,19.49885452052893,19.719859706081387,19.36718068041693,20.003396676898202,20.356553288407113,20.824230468231235,1.66,0.001,0.9845,10000000000.0,-0.3,1.0,0.1,0.0,0.0,9.8651476,True,0.0006568169018957908,0.0006356299025834321,0.0014493201156192917,0.0024763060572264533,0.0036715066568822874,0.000959233461212786,0.006850532325601924,0.009430274183910733,0.014640783547346645
154774,638418,18.567532832269578,18.65420781416016,18.45671261070321,18.317732725070254,18.283117899600562,18.38978347988209,18.19914551178448,18.052348559038577,17.944673952833885,0.56,0.02,0.8729,10000000000.0,-0.3,1.0,0.1,1.0,0.4,5.600986,True,0.0006066864844246112,0.000498200684586312,0.0007219120981209673,0.0008362272581730242,0.0009756281440737005,0.00039026923757080396,0.0013035398728740478,0.0011381626245657774,0.0010318208988468027
30150,144122,22.69598937233994,21.229983787166336,20.80526899227705,20.962806771681713,20.993072214166045,20.8867968503504,21.179403089651405,21.423845618570684,21.577760160162203,3.94,0.02,0.8755,10000000000.0,-0.3,1.0,3.0,0.0,0.0,12.206809,True,0.027823023333893998,0.0053417593637401905,0.0062875915261216275,0.009445921236954737,0.011933403347576976,0.0038701190078794354,0.020113345784647532,0.02483844022060301,0.02931732354977963
244819,837442,23.49768496129423,22.919797228306557,22.202780054170788,21.553522340387296,21.162356328617335,21.764190906335298,20.693303466518174,20.250165138474014,19.78915757795923,0.73,0.008,0.9269,10000000000.0,0.0,1.0,1.0,1.0,1.0,6.639130099999999,True,0.0597866638364815,0.025321202124495873,0.022866743485949904,0.016125913279987858,0.013967681389315215,0.008616369603564317,0.012896869934284808,0.008557054932426042,0.005642145998817677
278758,924656,23.37370140830352,22.612299268218155,21.419825731870244,21.01114011335202,20.715528704120125,21.15610258756792,20.34354369285524,19.91547320149111,19.618378308190017,0.4,0.2,0.7309,10000000000.0,0.0,1.0,0.1,1.0,0.8,4.4015141,True,0.05304009826222715,0.019077625534245947,0.011086751670327974,0.00987016288916087,0.009223257208882623,0.004950901887630307,0.009360182575490244,0.006300344831385761,0.0048208577845600935
266653,873005,20.498736804300858,19.725420958728765,19.910684780728207,20.000997740043648,20.08259118190761,19.95869633094547,20.33701591640864,20.59731197709149,20.626891891225902,3.05,0.008,0.9261,10000000000.0,0.0,1.0,0.1,0.0,0.0,11.6667452,True,0.003602170953922923,0.0013362395442232957,0.0027560324071579756,0.003924680612548427,0.0051333907059224835,0.0016521303903723145,0.00930431317576667,0.011745846472521146,0.012206870014014567
46885,259119,15.272572734121285,15.580800460808877,15.911082033699198,16.23048037476621,16.4706527180653,16.076581201730992,16.84448540957593,17.230639003305413,17.719678828020985,0.25,0.001,0.9845,10000000000.0,0.3,1.0,3.0,1.0,0.2,3.0258391,True,2.9158442337090063e-05,2.9379494558986545e-05,6.920927821091606e-05,0.0001224177294040595,0.0001836725772583027,4.637931392590522e-05,0.00037449353089110906,0.0005342743442812942,0.0008386955137985501
83638,335926,22.953696974758145,22.904691741057572,22.84706029017608,22.90911951816239,22.744422631621237,22.87857719321364,22.273792061970052,22.09747289860796,21.91309231652427,1.6,0.2,0.7529,10000000000.0,-0.3,1.0,10.0,1.0,0.4,9.734180499999999,True,0.03550457512973006,0.02497148214249019,0.04157615471875274,0.053304554738819954,0.06208180280231508,0.02346412264355931,0.05424557536431692,0.04529438006901864,0.039935977590895747
101650,516036,19.193590228795436,17.741803372262865,17.093146630690246,16.765995364828026,16.547541908937394,16.884470884717004,16.226804972628877,15.95256612571265,15.673496784229506,0.09,1.0,0.6247,10000000000.0,-0.3,1.0,0.1,0.0,0.0,1.2139188,True,0.0010803496111991653,0.00021500290107473406,0.00020559110462443526,0.00020044919661569492,0.0001971534221955886,9.759876449834838e-05,0.00021203342078207903,0.00016469648103415414,0.00012738676827725258
154384,638027,21.740806862689773,21.28468811672932,21.21442170067204,21.221748620161016,21.22677146166451,21.22446575644589,21.346559094204476,21.31015209575186,21.11641633022174,2.66,0.01,0.9128,10000000000.0,-0.3,1.0,0.1,1.0,0.4,11.3252802,True,0.01138372301180532,0.00561777472680106,0.00917158340814065,0.011948800771457387,0.01483079117884757,0.005269923610187116,0.02342525461127051,0.02242044973764684,0.019163918709293484
232739,805911,23.69893918646887,23.06675479083126,22.86567364876816,22.821943358059784,22.685259679856685,22.850840547244736,22.765569913309584,22.71189509735993,22.46182909612733,2.67,0.06,0.816,10000000000.0,0.3,1.0,1.0,1.0,0.4,11.3351488,True,0.07272509880776785,0.02898973997682511,0.04230233303175305,0.049467996338691034,0.05864679995801363,0.022894139247547227,0.08413260185736213,0.07729018022268172,0.06624060951551404
133447,592757,22.1100858431592,21.19618121887868,21.267103320310916,21.298130944204424,21.285015828948733,21.280857511861527,21.497790922950657,21.691630595655788,21.652107704443075,3.01,0.04,0.8378,10000000000.0,0.3,1.0,1.0,0.0,0.0,11.635437,True,0.01605921527795664,0.005178027110979863,0.009628626044936833,0.012804549989382637,0.01565756848588048,0.005548356012458631,0.026883407798508212,0.031582341115834196,0.03139672289622435
178494,699263,21.00383965870325,20.968365846684883,21.00943125960525,21.126468569156433,21.190462543959903,21.078403801587267,21.367080343048173,21.303616372702542,21.41946056295124,2.13,0.05,0.8201,10000000000.0,0.3,1.0,0.1,0.0,0.0,10.690302800000001,True,0.005746512026847805,0.004198018227944567,0.00759074356312466,0.010959842673395679,0.014337859488568454,0.004611522372949346,0.023867356493306985,0.022288678506759044,0.02533753257055768
167895,665167,22.41657677661845,22.284621312022587,22.279047989047015,22.3640720804561,22.368883338541444,22.340401544105024,22.504944922310777,22.27705917475507,22.076828205893737,2.46,0.1,0.7879,10000000000.0,0.0,1.0,1.0,1.0,0.2,11.1132107,True,0.021393622093916067,0.014108612969594031,0.024540551588644016,0.0332142400382325,0.0433475264201053,0.01450789220169046,0.06672434511475671,0.05304009826222715,0.0464434335981289
169618,666893,23.07902695568059,23.13158276668822,23.137643154948186,23.289809791968427,23.08455094386354,23.21425935676967,22.675758242346326,22.472456589673346,22.36377348754904,1.69,0.4,0.7116,10000000000.0,0.0,1.0,1.0,1.0,0.2,9.9280758,True,0.03999855664086958,0.03077260909154177,0.05450098105843134,0.0734588829495474,0.08637823386195992,0.031532929510292323,0.07768985662590577,0.06288749849965428,0.06051239192108936
31258,145232,21.830094069841607,20.96656573760735,21.087683983802034,21.20020265815976,21.249124044402226,21.148340842105387,21.477949898616888,21.658163259002798,21.47712567258447,3.02,0.04,0.8371,10000000000.0,-0.3,1.0,3.0,0.0,0.0,11.6433353,True,0.01236984677231212,0.00419106426207457,0.008159138776264011,0.01171775248069424,0.015142734922310762,0.0049159144904403354,0.02640245554007599,0.03065097684186406,0.026720483971014338
440,37747,23.124332035334188,21.228283656073522,19.723697964851606,18.71507703124737,17.97461139870728,18.910503900190697,16.941902812930884,16.194607608510857,15.495997269229875,0.12,0.02,0.8755,10000000000.0,-0.3,1.0,3.0,1.0,1.4,1.5851212,True,0.041764214726037495,0.005333402006519202,0.0023197667538448845,0.0012051589211768958,0.0007341829928534274,0.0006302085921525927,0.0004096418510996945,0.0002058184579274951,0.00010817435639901826
57526,269778,23.598908273448725,23.671793888504876,23.531832394926763,23.094547856086493,22.5899066901056,23.219738629211157,22.383442054940144,22.074308101400373,21.53129116702152,0.88,2.0,0.6349,10000000000.0,0.3,1.0,3.0,1.0,0.2,7.396581200000001,True,0.06596055785215038,0.05059694787394649,0.07880691375898338,0.06239134096999453,0.053521012406020335,0.0316843148287304,0.059852779029193656,0.04437765197738616,0.028088226590800024
86353,338861,23.114001789375813,23.091365215081385,22.909718904895527,22.34073079826069,21.945745280946284,22.524690153992342,21.746917999579956,21.50457770010801,21.17608899695905,0.9,0.8,0.6799,10000000000.0,-0.3,1.0,10.0,1.0,0.4,7.488108599999999,True,0.041354647180798086,0.02965407079021096,0.04407215836998118,0.032539008845320634,0.02905656822928823,0.017117657005749905,0.033710432149162195,0.026708181566351293,0.020247169564450943
183534,706755,17.953177952048836,18.12610480442819,18.471010126531198,18.772874107394856,18.991597555585074,18.627050352722478,19.266223930763626,19.67259874134924,20.16059947635799,1.35,0.001,0.9845,10000000000.0,0.3,1.0,10.0,0.0,0.0,9.1040688,True,0.000344448517560072,0.00030631221795761565,0.0007314831391177272,0.0012709378684036365,0.001874840471785099,0.00048551686470522655,0.003479559922237468,0.00504341051972526,0.007944093004606183
49881,262120,16.026245412395767,16.069100722505052,16.136277892591387,16.205876333558948,16.18858641624548,16.16398800891131,15.867275382433906,15.707132516554456,15.621796933767547,0.21,0.03,0.8535,10000000000.0,0.3,1.0,3.0,1.0,0.2,2.6096976,True,5.837734238853788e-05,4.6064283456488694e-05,8.516169955337572e-05,0.00011967524354695147,0.00014164600168441792,5.0267156628690776e-05,0.00015226648415988313,0.00013137850632954695,0.00012146308850902892
257511,858165,22.417755054195467,21.84144714658066,20.86407813997962,20.498856504657777,20.232879863393414,20.628561680633997,19.865993461203576,19.530474435087516,19.215916002010847,0.36,1.5,0.633,10000000000.0,-0.3,1.0,1.0,1.0,0.4,4.060979799999999,True,0.021417280270452196,0.009380895972539893,0.0066381080917586885,0.006188769674222492,0.0058988088068317734,0.0030549515009860545,0.006038433946369578,0.0044271508465731505,0.0033275479315564636
74409,292285,21.49654928001664,20.504642958522627,19.75737899077432,19.401642011481567,19.129493926733392,19.521637387381986,18.687612086147578,18.340697694161193,18.03427171214406,0.21,1.0,0.6577,10000000000.0,0.0,1.0,1.0,1.0,0.6,2.6096976,True,0.009072444496988328,0.002738825230298281,0.0023928987342486554,0.002264875427488223,0.002129140494607065,0.0011056160126619676,0.0020434514317806077,0.001483898924193203,0.0011205837491240031
131918,591225,23.604206506205994,23.02103604162654,21.711637906163322,20.994620509884367,20.91920147516859,21.312847941212368,21.113415792447043,21.182439732085964,21.37038882800047,5.72,0.01,0.9139,10000000000.0,0.3,1.0,1.0,0.0,0.0,12.7858105,True,0.06630164747622741,0.027794849061849876,0.014517248801345771,0.009723090318693181,0.011142029910370081,0.005712738174318086,0.018937573000756908,0.019978566335157787,0.02421722183215071
261255,863442,24.032777679209886,23.59684095004231,23.149389249655332,22.958681366757116,22.379056063047248,22.964348833164554,22.084384633776928,21.73389426637047,21.041048772623824,1.15,0.04,0.8383,10000000000.0,0.3,1.0,10.0,1.0,0.8,8.4433813,True,0.10118690677290122,0.04722416851692396,0.05510161398325443,0.05560634117093002,0.04376876776577729,0.025314206584304163,0.04574296588277024,0.03279777030156239,0.017878221761823212
79923,332205,18.063243586892632,18.133504837285418,17.842393585458844,17.797563646608154,17.748522071039382,17.818403859047198,17.662693889001844,17.51149807685681,17.44728352587358,0.45,0.02,0.8755,10000000000.0,-0.3,1.0,10.0,1.0,0.4,4.8029981,True,0.0003812100310123538,0.0003084070661690795,0.00040994379759757383,0.0005181366584833681,0.0005961071348630359,0.0002306345250661901,0.0007955075759555506,0.0006919015762236795,0.0006525958684612063
49431,261669,19.976023129051853,20.044328114241328,20.061877875057522,20.197645252136077,20.304457452043017,20.141627001282906,20.337417620910422,20.42123700019662,20.521220469126362,1.71,0.02,0.8755,10000000000.0,0.3,1.0,3.0,1.0,0.2,9.9691229,True,0.002223127239241749,0.0017924387326464215,0.0031681396729875636,0.00469898782714241,0.0063026663918210706,0.0019543588958907837,0.009307741642925927,0.010003784323067772,0.011074504908604881
180140,700912,20.49634421890837,20.52624382172911,20.172589583408367,19.965813347034253,19.968202746093027,20.08194397636055,19.960665788633957,19.829690350934086,19.691569821383034,0.59,0.2,0.7309,10000000000.0,0.3,1.0,0.1,0.0,0.0,5.8001795,True,0.0035942172150233956,0.002793857942021082,0.0035085229361469755,0.003800181330028476,0.004618323173243506,0.0018501388382046041,0.006586949289373806,0.0058243078226835245,0.0051570853608380795
116290,542402,19.00545094635657,18.979510543938265,18.868726115483,18.811942710963145,18.830704612106686,18.848542695668627,18.90553692235944,19.007566411600802,19.156720459231817,0.59,0.005,0.9508,10000000000.0,0.0,1.0,3.0,1.0,0.6,5.8001795,True,0.000908331384210071,0.0006722399526924658,0.0010551745795379854,0.0013174202053996703,0.0016163087349321866,0.0005952841510494737,0.002497148214249019,0.002739329787020053,0.0031509703746933383
208830,744464,20.085203187683863,20.014527353078776,20.058480444557976,20.094819504020847,19.937206975867376,20.050451368344813,19.974507626300287,19.96315847305051,19.625477509843094,1.09,0.02,0.8729,10000000000.0,0.3,1.0,0.1,1.0,0.4,8.2640867,True,0.002458806315653188,0.0017439110116665225,0.003158234111583419,0.004276852966752483,0.004487911869649802,0.0017973982725957545,0.006671205516814533,0.006581491427733543,0.0048524863229259035
119207,545422,21.06403328832,20.927163394769117,20.672257174986374,20.208917500478137,20.105503382924386,20.408279097069165,19.984036739143598,19.75650737490922,19.293809754066856,0.74,0.04,0.8382,10000000000.0,0.0,1.0,3.0,1.0,0.6,6.6938414999999996,True,0.006075811897492411,0.004041702285852029,0.005561658518098989,0.0047477114921094694,0.005243295327803281,0.002496228400294916,0.006729833504867046,0.00544658543021455,0.0035750681087253363
31064,145038,19.13064712844312,19.304614224715547,19.543190199454614,19.634138539949497,19.43913031847903,19.55109061425172,19.535007682122547,19.609411112357655,19.598280540196225,1.08,0.04,0.8371,10000000000.0,-0.3,1.0,3.0,0.0,0.0,8.2270851,True,0.0010194462201932974,0.0009069102700534862,0.0019642841847226414,0.002803653379077603,0.002833246232723139,0.001135963350452142,0.004454965241868913,0.004759532755012059,0.004732431320477957
78507,330786,24.06529697985892,22.80845851922377,21.7821848757662,21.672879633237766,21.644181506888017,21.74036340586541,21.67159896746593,21.78199159007489,21.90969546570815,4.29,0.005,0.9509,10000000000.0,-0.3,1.0,10.0,1.0,0.4,12.3593063,True,0.1045404391108106,0.02285411034749426,0.015495454529965681,0.017954128120189757,0.021895976584683553,0.008431878113036636,0.03148359521082338,0.03423610265962753,0.039811113058680056
163937,661202,23.471801210434297,22.86277690866786,21.209731962550567,21.135706535473407,21.202237165279687,21.20812795222767,21.261888747823647,21.396727473260512,21.612536071180074,4.88,0.008,0.9269,10000000000.0,0.0,1.0,1.0,1.0,0.2,12.5665379,True,0.05830748644254782,0.024026157514979257,0.009131966717237977,0.011052087636927109,0.014495871148415296,0.005191876101787405,0.02168524434084491,0.024239536992678213,0.03027222341916969
266979,873332,15.751657610677649,15.960600653793916,16.02947996366646,16.178471938880246,16.31567231102548,16.113784032223155,16.3256149735851,16.24391725365034,16.232294619723277,0.31,0.01,0.9128,10000000000.0,0.0,1.0,0.1,0.0,0.0,3.6092714999999997,True,4.533194153395594e-05,4.168351364313351e-05,7.718347361987465e-05,0.00011669286966512839,0.00015923712210520378,4.799591991124866e-05,0.0002322332072197438,0.00021537947795772643,0.00021312986996536808
296367,1002860,18.54334533084802,17.55610284211282,16.822058422923895,16.36210361999859,16.03440145394851,16.511021152750246,15.565457088219317,15.259587752840407,15.009798254960184,0.12,0.01,0.914,10000000000.0,-0.3,1.0,10.0,1.0,1.0,1.5851212,True,0.0005933136226438131,0.00018120255622292096,0.0001601637836883159,0.0001381924511172457,0.00012289220028168852,6.91965305648692e-05,0.00011531460613426175,8.700101512311224e-05,6.912646047028414e-05
243757,835321,23.634264709474262,21.93476035142195,20.720791169484922,20.04131647957946,19.565649480000666,20.232525752353144,18.95849871781178,18.481004136643456,18.0166721669934,0.14,3.0,0.5897,10000000000.0,-0.3,1.0,1.0,1.0,0.8,1.8240203999999998,True,0.0682722663727537,0.010222669493837341,0.005816266799882582,0.0040723427178820755,0.0031842291954290057,0.002124439266433511,0.002621828740985075,0.001688279394684249,0.0011025652993798742
8099,97920,23.563012311422444,23.124579663502956,22.705082461794138,22.341881638850225,21.912742677080285,22.443632103178135,21.616325080279495,21.211587887137544,20.46673415253793,0.98,0.04,0.8378,10000000000.0,0.3,1.0,1.0,1.0,0.8,7.8344979000000015,True,0.06369778343773608,0.030574848937273674,0.03643546529228623,0.03257199203890508,0.028168538849719617,0.01591784677866145,0.02994224226655445,0.020511825820514813,0.010532326652503697
106914,522495,19.188395051175622,19.359814966620235,19.592766375782915,19.575521423574852,19.42695565307175,19.55539852087949,19.530598744438084,19.589122236538813,19.56118455301388,1.0,0.05,0.8265,10000000000.0,-0.3,1.0,10.0,0.0,0.0,7.9164371,True,0.0010751877804699888,0.0009542107830087359,0.00205610041136991,0.002656833385789715,0.002801588331810068,0.0011404711930106282,0.004436947806466205,0.00467180083518549,0.004573454049309305
135655,594969,20.903513843713704,20.970065949868737,21.092674226270354,21.13865074999913,20.829906692675483,21.063493680801628,20.899336802682967,20.93888306570788,20.76445026770252,1.09,0.2,0.7505,10000000000.0,0.3,1.0,1.0,0.0,0.0,8.2640867,True,0.005237021055281739,0.004204596456607674,0.00819679964970756,0.011081647207938897,0.010255676659461166,0.004549087809736066,0.01557271444166379,0.016023755882251606,0.013856205636344826
218368,767952,16.83158538484963,17.072101819873115,16.97345220167255,17.064388774220493,17.10513577975432,17.02399431570813,17.141343704651916,17.101178431003206,17.139887587958846,0.43,0.02,0.8752,10000000000.0,-0.3,1.0,1.0,0.0,0.0,4.6455116,True,0.0001225756824720335,0.00011602840440548803,0.000184129901134737,0.00026383008657277765,0.0003295219280022732,0.00011097989765449531,0.0004922257393379643,0.0004742467026182692,0.0004916820118763153
270775,877134,22.022153480669,21.986968249737416,22.056030269503157,22.18937465863697,22.210783673996247,22.135218952440635,22.3510713335558,21.9961966163825,21.929676798818594,2.27,0.1,0.7767,10000000000.0,0.0,1.0,0.1,0.0,0.0,10.8822899,True,0.014793955907277322,0.010726161210508421,0.019962012351509607,0.028468482636734717,0.03731163840922689,0.012058251006641214,0.05814124402674106,0.041415634567167764,0.040551256910420413
